Date/Time,Time,Humd_Treat,Temp_1,RH_1
1/22/2021 11:42,1:35,High,33.044,82.337
1/22/2021 11:47,1:40,High,33.544,81.867
1/22/2021 11:52,1:45,High,34.043,81.397
1/22/2021 11:57,1:50,High,35.042,80.457
1/22/2021 12:02,1:55,High,35.541,78.315
1/22/2021 12:07,2:00,High,36.04,76.148
1/22/2021 12:12,2:05,High,37.038,72.312
1/22/2021 12:17,2:10,High,37.537,67.718
1/22/2021 12:22,2:15,High,38.036,64.824
1/22/2021 12:27,2:20,High,38.535,61.887
1/22/2021 12:32,2:25,High,39.533,59.606
1/22/2021 12:37,2:30,High,40.032,57.835
1/22/2021 12:42,2:35,High,40.53,54.791
1/22/2021 12:47,2:40,High,41.528,54.959
1/22/2021 12:52,2:45,High,42.027,52.506
1/22/2021 12:57,2:50,High,42.525,51.31
1/22/2021 13:02,2:55,High,43.024,50.106
1/22/2021 13:07,3:00,High,44.021,49.628
1/22/2021 13:12,3:05,High,44.519,47.758
1/22/2021 13:17,3:10,High,45.018,46.529
1/22/2021 13:22,3:15,High,46.014,46.038
1/22/2021 13:27,3:20,High,46.513,44.795
1/22/2021 13:32,3:25,High,47.011,44.213
1/22/2021 13:37,3:30,High,47.509,43.628
1/22/2021 13:42,3:35,High,48.007,42.366
1/22/2021 13:47,3:40,High,49.004,41.857
1/22/2021 13:52,3:45,High,49.502,40.58
1/22/2021 13:57,3:50,High,49.502,40.58
12/16/2020 8:56,0:00,High,,
12/16/2020 9:01,0:05,High,20.653,87.872
12/16/2020 9:06,0:10,High,20.153,88.445
12/16/2020 9:11,0:15,High,21.154,90.016
12/16/2020 9:16,0:20,High,21.154,87.872
12/16/2020 9:21,0:25,High,22.155,88.445
12/16/2020 9:26,0:30,High,22.655,90.016
12/16/2020 9:31,0:35,High,23.155,88.51
12/16/2020 9:36,0:40,High,24.156,88.584
12/16/2020 9:41,0:45,High,24.656,87.591
12/16/2020 9:46,0:50,High,25.156,87.114
12/16/2020 9:51,0:55,High,26.156,86.164
12/16/2020 9:56,1:00,High,26.656,85.165
12/16/2020 10:01,1:05,High,27.156,85.216
12/16/2020 10:06,1:10,High,28.156,84.27
12/16/2020 10:11,1:15,High,28.655,83.798
12/16/2020 10:16,1:20,High,29.155,82.793
12/16/2020 10:21,1:25,High,30.154,82.383
12/16/2020 10:26,1:30,High,30.654,82.448
12/16/2020 10:31,1:35,High,31.153,81.441
12/16/2020 10:36,1:40,High,32.152,81.041
12/16/2020 10:41,1:45,High,32.651,78.938
12/16/2020 10:46,1:50,High,33.15,77.364
12/16/2020 10:51,1:55,High,34.148,74.735
12/16/2020 10:56,2:00,High,34.647,71.423
12/16/2020 11:01,2:05,High,35.146,66.307
12/16/2020 11:06,2:10,High,36.144,62.925
12/16/2020 11:11,2:15,High,36.643,60.612
12/16/2020 11:16,2:20,High,37.141,59.484
12/16/2020 11:21,2:25,High,38.139,57.82
12/16/2020 11:26,2:30,High,38.637,56.061
12/16/2020 11:31,2:35,High,39.136,54.287
12/16/2020 11:36,2:40,High,39.634,53.122
12/16/2020 11:41,2:45,High,40.631,52.029
12/16/2020 11:46,2:50,High,41.129,50.849
12/16/2020 11:51,2:55,High,41.627,49.662
12/16/2020 11:56,3:00,High,42.623,49.187
12/16/2020 12:01,3:05,High,43.121,47.345
12/16/2020 12:06,3:10,High,43.619,46.781
12/16/2020 12:11,3:15,High,44.615,46.297
12/16/2020 12:16,3:20,High,45.113,45.077
12/16/2020 12:21,3:25,High,46.108,43.93
12/16/2020 12:26,3:30,High,46.606,43.353
12/16/2020 12:31,3:35,High,47.103,42.11
12/16/2020 12:36,3:40,High,48.098,42.275
12/16/2020 12:41,3:45,High,48.596,41.021
12/16/2020 12:46,3:50,High,49.093,40.432
12/16/2020 12:51,3:55,High,50.087,39.923
12/16/2020 12:56,4:00,High,50.087,38.567
12/14/2020 10:06,0:00,High,,
12/14/2020 10:11,0:05,High,19.552,91.049
12/14/2020 10:16,0:10,High,20.053,91.049
12/14/2020 10:21,0:15,High,22.054,90.133
12/14/2020 10:26,0:20,High,22.054,90.64
12/14/2020 10:31,0:25,High,23.054,90.196
12/14/2020 10:36,0:30,High,23.554,89.212
12/14/2020 10:41,0:35,High,24.055,88.224
12/14/2020 10:46,0:40,High,25.055,87.791
12/14/2020 10:51,0:45,High,25.555,87.32
12/14/2020 10:56,0:50,High,26.055,86.33
12/14/2020 11:01,0:55,High,27.055,85.387
12/14/2020 11:06,1:00,High,27.554,83.864
12/14/2020 11:11,1:05,High,28.054,84.446
12/14/2020 11:16,1:10,High,29.054,83.507
12/14/2020 11:21,1:15,High,29.554,83.038
12/14/2020 11:26,1:20,High,30.053,82.036
12/14/2020 11:31,1:25,High,31.053,81.097
12/14/2020 11:36,1:30,High,31.553,81.165
12/14/2020 11:41,1:35,High,32.052,79.617
12/14/2020 11:46,1:40,High,33.051,78.129
12/14/2020 11:51,1:45,High,33.551,76.556
12/14/2020 11:56,1:50,High,34.05,73.294
12/14/2020 12:01,1:55,High,34.55,68.831
12/14/2020 12:06,2:00,High,35.549,63.167
12/14/2020 12:11,2:05,High,36.048,60.871
12/14/2020 12:16,2:10,High,36.547,57.946
12/14/2020 12:21,2:15,High,37.546,56.278
12/14/2020 12:26,2:20,High,38.045,54.518
12/14/2020 12:31,2:25,High,38.544,53.362
12/14/2020 12:36,2:30,High,39.543,52.277
12/14/2020 12:41,2:35,High,40.042,50.481
12/14/2020 12:46,2:40,High,40.541,49.931
12/14/2020 12:51,2:45,High,41.539,48.826
12/14/2020 12:56,2:50,High,42.038,46.996
12/14/2020 13:01,2:55,High,42.537,46.435
12/14/2020 13:06,3:00,High,43.535,45.951
12/14/2020 13:11,3:05,High,44.033,44.091
12/14/2020 13:16,3:10,High,44.532,42.868
12/14/2020 13:21,3:15,High,45.031,41.636
12/14/2020 13:26,3:20,High,46.029,41.793
12/14/2020 13:31,3:25,High,46.527,39.888
12/14/2020 13:36,3:30,High,47.026,37.964
12/14/2020 13:41,3:35,High,48.023,37.445
12/14/2020 13:46,3:40,High,48.522,35.493
12/14/2020 13:51,3:45,High,49.02,33.522
12/14/2020 13:56,3:50,High,50.017,31.601
12/14/2020 14:01,3:55,High,50.516,30.284
12/14/2020 14:06,4:00,High,51.014,29.656
12/11/2020 9:42,0:00,High,,
12/11/2020 9:47,0:05,High,21.606,93.266
12/11/2020 9:52,0:10,High,22.107,94.312
12/11/2020 9:57,0:15,High,22.607,95.859
12/11/2020 10:02,0:20,High,22.607,95.355
12/11/2020 10:07,0:25,High,23.607,94.407
12/11/2020 10:12,0:30,High,24.107,92.4
12/11/2020 10:17,0:35,High,24.607,91.409
12/11/2020 10:22,0:40,High,25.607,89.938
12/11/2020 10:27,0:45,High,26.107,88.415
12/11/2020 10:32,0:50,High,26.607,87.937
12/11/2020 10:37,0:55,High,27.607,86.453
12/11/2020 10:42,1:00,High,28.107,86.508
12/11/2020 10:47,1:05,High,28.607,86.033
12/11/2020 10:52,1:10,High,29.606,85.62
12/11/2020 10:57,1:15,High,30.106,82.991
12/11/2020 11:02,1:20,High,30.606,83.056
12/11/2020 11:07,1:25,High,31.605,82.648
12/11/2020 11:12,1:30,High,32.104,81.628
12/11/2020 11:17,1:35,High,33.103,81.775
12/11/2020 11:22,1:40,High,33.603,79.648
12/11/2020 11:27,1:45,High,34.102,78.057
12/11/2020 11:32,1:50,High,34.601,75.889
12/11/2020 11:37,1:55,High,35.101,71.976
12/11/2020 11:42,2:00,High,35.6,69.157
12/11/2020 11:47,2:05,High,36.099,65.706
12/11/2020 11:52,2:10,High,36.599,63.4
12/11/2020 11:57,2:15,High,37.098,61.069
12/11/2020 12:02,2:20,High,37.597,59.323
12/11/2020 12:07,2:25,High,38.595,57.025
12/11/2020 12:12,2:30,High,39.094,55.244
12/11/2020 12:17,2:35,High,39.593,53.448
12/11/2020 12:22,2:40,High,40.092,52.899
12/11/2020 12:27,2:45,High,41.09,51.797
12/11/2020 12:32,2:50,High,41.589,50.607
12/11/2020 12:37,2:55,High,41.589,49.329
12/11/2020 12:42,3:00,High,42.088,50.05
12/11/2020 12:47,3:05,High,42.586,49.491
12/11/2020 12:52,3:10,High,43.584,47.721
12/11/2020 12:57,3:15,High,44.083,46.504
12/11/2020 13:02,3:20,High,44.581,45.279
12/11/2020 13:07,3:25,High,45.08,45.361
12/11/2020 13:12,3:30,High,46.077,43.548
12/11/2020 13:17,3:35,High,46.575,43.63
12/11/2020 13:22,3:40,High,47.074,43.049
12/11/2020 13:27,3:45,High,47.572,41.126
12/11/2020 13:32,3:50,High,48.569,41.29
12/11/2020 13:37,3:55,High,49.067,39.346
12/11/2020 13:42,4:00,High,49.566,38.747
12/9/2020 9:43,0:00,High,,
12/9/2020 9:48,0:05,High,21.588,89.809
12/9/2020 9:53,0:10,High,21.588,89.809
12/9/2020 9:58,0:15,High,21.588,92.383
12/9/2020 10:03,0:20,High,22.088,93.43
12/9/2020 10:08,0:25,High,22.589,93.967
12/9/2020 10:13,0:30,High,23.089,93.999
12/9/2020 10:18,0:35,High,23.589,93.017
12/9/2020 10:23,0:40,High,24.59,91.558
12/9/2020 10:28,0:45,High,25.09,90.054
12/9/2020 10:33,0:50,High,25.59,90.098
12/9/2020 10:38,0:55,High,26.59,88.634
12/9/2020 10:43,1:00,High,27.09,87.114
12/9/2020 10:48,1:05,High,27.59,87.166
12/9/2020 10:53,1:10,High,28.589,86.224
12/9/2020 10:58,1:15,High,29.089,84.691
12/9/2020 11:03,1:20,High,29.588,84.752
12/9/2020 11:08,1:25,High,30.588,83.811
12/9/2020 11:13,1:30,High,31.087,83.878
12/9/2020 11:18,1:35,High,31.586,82.332
12/9/2020 11:23,1:40,High,32.585,83.016
12/9/2020 11:28,1:45,High,33.084,81.466
12/9/2020 11:33,1:50,High,33.584,79.904
12/9/2020 11:38,1:55,High,34.582,78.409
12/9/2020 11:43,2:00,High,35.081,75.706
12/9/2020 11:48,2:05,High,35.58,71.258
12/9/2020 11:53,2:10,High,36.079,66.715
12/9/2020 11:58,2:15,High,37.077,64.528
12/9/2020 12:03,2:20,High,37.576,61.64
12/9/2020 12:08,2:25,High,38.075,60.523
12/9/2020 12:13,2:30,High,39.072,58.27
12/9/2020 12:18,2:35,High,39.571,56.523
12/9/2020 12:23,2:40,High,40.069,55.992
12/9/2020 12:28,2:45,High,41.066,54.308
12/9/2020 12:33,2:50,High,41.565,53.149
12/9/2020 12:38,2:55,High,42.063,51.357
12/9/2020 12:43,3:00,High,43.06,50.264
12/9/2020 12:48,3:05,High,43.558,49.081
12/9/2020 12:53,3:10,High,44.056,47.89
12/9/2020 12:58,3:15,High,45.052,47.418
12/9/2020 13:03,3:20,High,45.55,46.215
12/9/2020 13:08,3:25,High,46.048,45.005
12/9/2020 13:13,3:30,High,47.044,44.522
12/9/2020 13:18,3:35,High,47.542,43.299
12/9/2020 13:23,3:40,High,48.04,42.726
12/9/2020 13:28,3:45,High,49.035,42.235
12/9/2020 13:33,3:50,High,49.533,41.657
12/9/2020 13:38,3:55,High,50.03,41.076
12/9/2020 13:43,4:00,High,51.025,39.908
2/3/2021 10:56,0:00,High,,
2/3/2021 11:01,0:05,High,21.547,87.556
2/3/2021 11:06,0:10,High,22.048,88.11
2/3/2021 11:11,0:15,High,22.548,89.707
2/3/2021 11:16,0:20,High,23.548,88.733
2/3/2021 11:21,0:25,High,24.049,88.77
2/3/2021 11:26,0:30,High,24.549,87.762
2/3/2021 11:31,0:35,High,25.549,87.322
2/3/2021 11:36,0:40,High,26.049,86.84
2/3/2021 11:41,0:45,High,26.549,86.359
2/3/2021 11:46,0:50,High,27.549,84.865
2/3/2021 11:51,0:55,High,28.048,84.384
2/3/2021 11:56,1:00,High,28.548,82.824
2/3/2021 12:01,1:05,High,29.548,83.484
2/3/2021 12:06,1:10,High,30.047,81.92
2/3/2021 12:11,1:15,High,30.547,81.439
2/3/2021 12:16,1:20,High,31.546,81.027
2/3/2021 12:21,1:25,High,32.045,81.097
2/3/2021 12:26,1:30,High,32.545,78.962
2/3/2021 12:31,1:35,High,33.544,75.75
2/3/2021 12:36,1:40,High,34.043,72.406
2/3/2021 12:41,1:45,High,34.542,67.831
2/3/2021 12:46,1:50,High,35.042,63.751
2/3/2021 12:51,1:55,High,35.541,60.808
2/3/2021 12:56,2:00,High,36.04,59.663
2/3/2021 13:01,2:05,High,36.539,57.897
2/3/2021 13:06,2:10,High,37.537,56.191
2/3/2021 13:11,2:15,High,38.036,55.021
2/3/2021 13:16,2:20,High,38.535,54.471
2/3/2021 13:21,2:25,High,39.034,52.658
2/3/2021 13:26,2:30,High,39.533,51.466
2/3/2021 13:31,2:35,High,40.032,50.266
2/3/2021 13:36,2:40,High,40.53,49.703
2/3/2021 13:41,2:45,High,41.029,49.137
2/3/2021 13:46,2:50,High,41.528,47.273
2/3/2021 13:51,2:55,High,42.027,46.7
2/3/2021 13:56,3:00,High,42.525,46.779
2/3/2021 14:01,3:05,High,43.522,44.968
2/3/2021 14:06,3:10,High,44.021,44.387
2/3/2021 14:11,3:15,High,44.519,43.139
2/3/2021 14:16,3:20,High,45.516,42.63
2/3/2021 14:21,3:25,High,46.014,45.376
2/3/2021 14:26,3:30,High,46.513,42.12
2/3/2021 14:31,3:35,High,47.011,40.175
2/3/2021 14:36,3:40,High,48.007,39.654
2/3/2021 14:41,3:45,High,48.506,38.367
2/3/2021 14:46,3:50,High,49.004,35.686
2/3/2021 14:51,3:55,High,49.502,34.371
2/3/2021 14:56,4:00,High,50.498,29.583
2/5/2021 9:36,0:00,High,,
2/5/2021 9:41,0:05,High,19.085,88.658
2/5/2021 9:46,0:10,High,22.088,88.276
2/5/2021 9:51,0:15,High,22.088,87.228
2/5/2021 9:56,0:20,High,23.089,87.293
2/5/2021 10:01,0:25,High,23.589,86.277
2/5/2021 10:06,0:30,High,24.09,85.257
2/5/2021 10:11,0:35,High,25.09,84.809
2/5/2021 10:16,0:40,High,25.59,83.788
2/5/2021 10:21,0:45,High,26.09,81.686
2/5/2021 10:26,0:50,High,27.09,81.786
2/5/2021 10:31,0:55,High,27.59,80.756
2/5/2021 10:36,1:00,High,28.089,80.268
2/5/2021 10:41,1:05,High,29.089,79.292
2/5/2021 10:46,1:10,High,29.588,78.804
2/5/2021 10:51,1:15,High,30.088,78.317
2/5/2021 10:56,1:20,High,31.087,77.896
2/5/2021 11:01,1:25,High,31.586,77.411
2/5/2021 11:06,1:30,High,32.086,75.256
2/5/2021 11:11,1:35,High,33.084,74.278
2/5/2021 11:16,1:40,High,33.584,70.38
2/5/2021 11:21,1:45,High,34.083,64.071
2/5/2021 11:26,1:50,High,34.582,61.184
2/5/2021 11:31,1:55,High,35.58,59.537
2/5/2021 11:36,2:00,High,36.079,57.197
2/5/2021 11:41,2:05,High,36.578,56.056
2/5/2021 11:46,2:10,High,37.576,53.754
2/5/2021 11:51,2:15,High,38.075,53.213
2/5/2021 11:56,2:20,High,38.573,50.805
2/5/2021 12:01,2:25,High,39.571,50.332
2/5/2021 12:06,2:30,High,40.069,48.523
2/5/2021 12:11,2:35,High,40.568,47.967
2/5/2021 12:16,2:40,High,41.565,46.851
2/5/2021 12:21,2:45,High,42.063,45.651
2/5/2021 12:26,2:50,High,42.561,44.444
2/5/2021 12:31,2:55,High,43.558,43.954
2/5/2021 12:36,3:00,High,44.056,41.432
2/5/2021 12:41,3:05,High,44.554,39.54
2/5/2021 12:46,3:10,High,45.55,38.369
2/5/2021 12:51,3:15,High,46.048,37.78
2/5/2021 12:56,3:20,High,46.546,38.52
2/5/2021 13:01,3:25,High,47.542,39.338
2/5/2021 13:06,3:30,High,48.04,38.084
2/5/2021 13:11,3:35,High,48.537,36.82
2/5/2021 13:16,3:40,High,49.533,36.3
2/5/2021 13:21,3:45,High,50.03,35.021
2/5/2021 13:26,3:50,High,50.528,34.416
2/5/2021 13:31,3:55,High,51.522,33.196
2/10/2021 9:42,0:00,High,22.548,94.824
2/10/2021 9:47,0:05,High,23.048,95.358
2/10/2021 9:52,0:10,High,24.049,94.924
2/10/2021 9:57,0:15,High,24.549,92.937
2/10/2021 10:02,0:20,High,25.049,91.956
2/10/2021 10:07,0:25,High,26.049,91.017
2/10/2021 10:12,0:30,High,26.549,89.511
2/10/2021 10:17,0:35,High,27.549,88.57
2/10/2021 10:22,0:40,High,28.048,87.574
2/10/2021 10:27,0:45,High,28.548,87.103
2/10/2021 10:32,0:50,High,29.048,86.102
2/10/2021 10:37,0:55,High,30.047,85.694
2/10/2021 10:42,1:00,High,30.547,84.151
2/10/2021 10:47,1:05,High,31.546,83.747
2/10/2021 10:52,1:10,High,32.045,83.818
2/10/2021 10:57,1:15,High,32.545,83.35
2/10/2021 11:02,1:20,High,33.044,80.694
2/10/2021 11:07,1:25,High,34.043,79.188
2/10/2021 11:12,1:30,High,34.542,77.031
2/10/2021 11:17,1:35,High,35.042,73.708
2/10/2021 11:22,1:40,High,35.541,68.572
2/10/2021 11:27,1:45,High,36.04,65.695
2/10/2021 11:32,1:50,High,36.539,63.98
2/10/2021 11:37,1:55,High,37.038,60.427
2/10/2021 11:42,2:00,High,37.537,58.666
2/10/2021 11:47,2:05,High,38.535,57.589
2/10/2021 11:52,2:10,High,39.034,55.802
2/10/2021 11:57,2:15,High,39.533,53.999
2/10/2021 12:02,2:20,High,40.53,52.26
2/10/2021 12:07,2:25,High,41.029,51.703
2/10/2021 12:12,2:30,High,42.027,50.585
2/10/2021 12:17,2:35,High,42.525,49.378
2/10/2021 12:22,2:40,High,43.024,48.162
2/10/2021 12:27,2:45,High,43.522,47.592
2/10/2021 12:32,2:50,High,44.021,46.365
2/10/2021 12:37,2:55,High,44.519,45.788
2/10/2021 12:42,3:00,High,45.018,44.548
2/10/2021 12:47,3:05,High,46.014,44.046
2/10/2021 12:52,3:10,High,46.513,42.12
2/10/2021 12:57,3:15,High,47.011,40.852
2/10/2021 13:02,3:20,High,47.509,39.575
2/10/2021 13:07,3:25,High,48.506,38.367
2/10/2021 13:12,3:30,High,49.004,35.686
2/10/2021 13:17,3:35,High,49.502,34.371
2/10/2021 13:22,3:40,High,50.498,35.219
2/10/2021 13:27,3:45,High,50.996,33.894
2/10/2021 13:32,3:50,High,51.493,33.969
2/10/2021 13:37,3:55,High,52.489,31.286
2/10/2021 13:42,4:00,High,52.987,31.358
2/11/2021 12:24,0:00,High,,
2/11/2021 12:29,0:05,High,22.107,96.835
2/11/2021 12:34,0:10,High,22.607,97.363
2/11/2021 12:39,0:15,High,22.607,97.363
2/11/2021 12:44,0:20,High,23.107,98.389
2/11/2021 12:49,0:25,High,23.607,95.924
2/11/2021 12:54,0:30,High,24.607,93.463
2/11/2021 12:59,0:35,High,25.107,92.481
2/11/2021 13:04,0:40,High,25.607,91.494
2/11/2021 13:09,0:45,High,26.607,90.553
2/11/2021 13:14,0:50,High,27.107,89.038
2/11/2021 13:19,0:55,High,27.607,88.04
2/11/2021 13:24,1:00,High,28.607,87.096
2/11/2021 13:29,1:05,High,29.106,85.558
2/11/2021 13:34,1:10,High,29.606,85.62
2/11/2021 13:39,1:15,High,30.606,84.137
2/11/2021 13:44,1:20,High,31.105,83.664
2/11/2021 13:49,1:25,High,31.605,83.192
2/11/2021 13:54,1:30,High,32.604,82.792
2/11/2021 13:59,1:35,High,33.103,81.775
2/11/2021 14:04,1:40,High,33.603,79.648
2/11/2021 14:09,1:45,High,34.601,78.136
2/11/2021 14:14,1:50,High,35.101,74.835
2/11/2021 14:19,1:55,High,35.6,69.739
2/11/2021 14:24,2:00,High,36.099,65.112
2/11/2021 14:29,2:05,High,37.098,62.277
2/11/2021 14:34,2:10,High,37.597,59.933
2/11/2021 14:39,2:15,High,38.096,58.79
2/11/2021 14:44,2:20,High,39.094,56.486
2/11/2021 14:49,2:25,High,39.593,55.324
2/11/2021 14:54,2:30,High,40.092,53.528
2/11/2021 14:59,2:35,High,41.09,52.43
2/11/2021 15:04,2:40,High,41.589,50.607
2/11/2021 15:09,2:45,High,42.088,49.409
2/11/2021 15:14,2:50,High,43.085,48.286
2/11/2021 15:19,2:55,High,43.584,48.368
2/11/2021 15:24,3:00,High,44.083,47.804
2/11/2021 15:29,3:05,High,44.581,45.933
2/11/2021 15:34,3:10,High,45.578,45.444
2/11/2021 15:39,3:15,High,46.077,44.209
2/11/2021 15:44,3:20,High,46.575,43.63
2/11/2021 15:49,3:25,High,47.074,42.383
2/11/2021 15:54,3:30,High,48.071,41.208
2/11/2021 15:59,3:35,High,48.569,39.942
2/11/2021 16:04,3:40,High,49.067,37.986
2/11/2021 16:09,3:45,High,50.064,36.775
2/11/2021 16:14,3:50,High,50.562,34.784
2/11/2021 16:19,3:55,High,51.06,32.773
2/11/2021 16:24,4:00,High,52.057,30.813
1/28/2021 8:49,0:00,Low,,
1/28/2021 8:54,0:05,Low,21.106,33.867
1/28/2021 8:59,0:10,Low,21.606,33.916
1/28/2021 9:04,0:15,Low,22.607,33.35
1/28/2021 9:09,0:20,Low,22.607,32.018
1/28/2021 9:14,0:25,Low,23.607,31.451
1/28/2021 9:19,0:30,Low,24.107,31.502
1/28/2021 9:24,0:35,Low,24.607,30.213
1/28/2021 9:29,0:40,Low,25.607,29.645
1/28/2021 9:34,0:45,Low,26.107,28.349
1/28/2021 9:39,0:50,Low,26.607,28.402
1/28/2021 9:44,0:55,Low,27.607,27.832
1/28/2021 9:49,1:00,Low,28.107,26.528
1/28/2021 9:54,1:05,Low,28.607,25.901
1/28/2021 9:59,1:10,Low,29.106,25.272
1/28/2021 10:04,1:15,Low,30.106,25.38
1/28/2021 10:09,1:20,Low,30.606,24.063
1/28/2021 10:14,1:25,Low,31.605,23.484
1/28/2021 10:19,1:30,Low,32.104,22.848
1/28/2021 10:24,1:35,Low,32.604,21.518
1/28/2021 10:29,1:40,Low,33.603,20.234
1/28/2021 10:34,1:45,Low,34.102,20.287
1/28/2021 10:39,1:50,Low,34.601,19.642
1/28/2021 10:44,1:55,Low,35.6,18.345
1/28/2021 10:49,2:00,Low,36.099,16.987
1/28/2021 10:54,2:05,Low,36.599,17.038
1/28/2021 10:59,2:10,Low,37.597,15.722
1/28/2021 11:04,2:15,Low,38.096,15.06
1/28/2021 11:09,2:20,Low,38.595,15.109
1/28/2021 11:14,2:25,Low,39.593,13.776
1/28/2021 11:19,2:30,Low,40.092,13.824
1/28/2021 11:24,2:35,Low,40.591,13.152
1/28/2021 11:29,2:40,Low,41.589,12.523
1/28/2021 11:34,2:45,Low,42.088,11.845
1/28/2021 11:39,2:50,Low,42.586,11.163
1/28/2021 11:44,2:55,Low,43.085,11.207
1/28/2021 11:49,3:00,Low,44.083,10.563
1/28/2021 11:54,3:05,Low,44.581,9.873
1/28/2021 11:59,3:10,Low,45.08,10.647
1/28/2021 12:04,3:15,Low,46.077,9.258
1/28/2021 12:09,3:20,Low,46.575,8.559
1/28/2021 12:14,3:25,Low,47.074,7.855
1/28/2021 12:19,3:30,Low,48.071,8.672
1/28/2021 12:24,3:35,Low,48.569,7.964
1/28/2021 12:29,3:40,Low,49.067,8
1/28/2021 12:34,3:45,Low,50.064,8.07
1/28/2021 12:39,3:50,Low,50.562,8.104
1/28/2021 12:44,3:55,Low,51.06,5.879
1/28/2021 12:49,4:00,Low,52.057,6.696
1/27/2021 8:55,0:00,Low,,
1/27/2021 9:00,0:05,Low,,
1/27/2021 9:05,0:10,Low,21.654,69.975
1/27/2021 9:10,0:15,Low,22.155,67.723
1/27/2021 9:15,0:20,Low,22.655,67.185
1/27/2021 9:20,0:25,Low,23.155,66.07
1/27/2021 9:25,0:30,Low,24.156,65.574
1/27/2021 9:30,0:35,Low,24.656,63.87
1/27/2021 9:35,0:40,Low,25.156,61.563
1/27/2021 9:40,0:45,Low,25.656,59.233
1/27/2021 9:45,0:50,Low,26.656,57.533
1/27/2021 9:50,0:55,Low,27.156,54.554
1/27/2021 9:55,1:00,Low,27.656,52.77
1/27/2021 10:00,1:05,Low,28.655,50.408
1/27/2021 10:05,1:10,Low,29.155,48.594
1/27/2021 10:10,1:15,Low,30.154,47.453
1/27/2021 10:15,1:20,Low,30.654,44.982
1/27/2021 10:20,1:25,Low,31.153,42.485
1/27/2021 10:25,1:30,Low,32.152,41.315
1/27/2021 10:30,1:35,Low,32.651,40.081
1/27/2021 10:35,1:40,Low,33.15,37.532
1/27/2021 10:40,1:45,Low,34.148,35.678
1/27/2021 10:45,1:50,Low,34.647,35.738
1/27/2021 10:50,1:55,Low,35.146,35.136
1/27/2021 10:55,2:00,Low,36.144,31.921
1/27/2021 11:00,2:05,Low,36.643,30.634
1/27/2021 11:05,2:10,Low,37.141,30.017
1/27/2021 11:10,2:15,Low,38.139,28.096
1/27/2021 11:15,2:20,Low,38.637,26.785
1/27/2021 11:20,2:25,Low,39.136,26.156
1/27/2021 11:25,2:30,Low,40.132,24.196
1/27/2021 11:30,2:35,Low,40.631,24.252
1/27/2021 11:35,2:40,Low,41.129,22.915
1/27/2021 11:40,2:45,Low,42.125,21.623
1/27/2021 11:45,2:50,Low,42.623,20.267
1/27/2021 11:50,2:55,Low,43.121,19.611
1/27/2021 11:55,3:00,Low,44.117,21.134
1/27/2021 12:00,3:05,Low,44.615,19.768
1/27/2021 12:05,3:10,Low,45.113,17.677
1/27/2021 12:10,3:15,Low,46.108,17.776
1/27/2021 12:15,3:20,Low,46.606,17.826
1/27/2021 12:20,3:25,Low,47.103,15.707
1/27/2021 12:25,3:30,Low,48.098,15.073
1/27/2021 12:30,3:35,Low,48.596,15.119
1/27/2021 12:35,3:40,Low,49.093,14.433
1/27/2021 12:40,3:45,Low,50.087,13.049
1/27/2021 12:45,3:50,Low,50.585,13.091
1/27/2021 12:50,3:55,Low,51.082,12.392
1/22/2021 10:08,0:00,Low,,
1/22/2021 10:13,0:05,Low,21.654,63.62
1/22/2021 10:18,0:10,Low,22.155,68.87
1/22/2021 10:23,0:15,Low,22.155,65.41
1/22/2021 10:28,0:20,Low,22.655,66.608
1/22/2021 10:33,0:25,Low,23.155,65.489
1/22/2021 10:38,0:30,Low,23.656,63.781
1/22/2021 10:43,0:35,Low,24.656,63.284
1/22/2021 10:48,0:40,Low,25.156,62.154
1/22/2021 10:53,0:45,Low,25.656,61.019
1/22/2021 10:58,0:50,Low,26.656,59.333
1/22/2021 11:03,0:55,Low,27.156,57.585
1/22/2021 11:08,1:00,Low,27.656,55.825
1/22/2021 11:13,1:05,Low,28.655,54.717
1/22/2021 11:18,1:10,Low,29.155,53.55
1/22/2021 11:23,1:15,Low,29.655,52.378
1/22/2021 11:28,1:20,Low,30.154,50.579
1/22/2021 11:33,1:25,Low,31.153,49.452
1/22/2021 11:38,1:30,Low,31.652,47.631
1/22/2021 11:43,1:35,Low,32.152,45.795
1/22/2021 11:48,1:40,Low,33.15,43.366
1/22/2021 11:53,1:45,Low,33.649,42.786
1/22/2021 11:58,1:50,Low,34.148,40.263
1/22/2021 12:03,1:55,Low,35.146,39.084
1/22/2021 12:08,2:00,Low,35.645,37.836
1/22/2021 12:13,2:05,Low,36.144,36.581
1/22/2021 12:18,2:10,Low,37.141,34.717
1/22/2021 12:23,2:15,Low,37.64,33.443
1/22/2021 12:28,2:20,Low,38.139,32.162
1/22/2021 12:33,2:25,Low,39.136,30.934
1/22/2021 12:38,2:30,Low,39.634,30.317
1/22/2021 12:43,2:35,Low,40.132,28.331
1/22/2021 12:48,2:40,Low,41.129,27.765
1/22/2021 12:53,2:45,Low,41.627,26.445
1/22/2021 12:58,2:50,Low,42.125,25.811
1/22/2021 13:03,2:55,Low,43.121,24.536
1/22/2021 13:08,3:00,Low,43.619,23.192
1/22/2021 13:13,3:05,Low,44.117,22.545
1/22/2021 13:18,3:10,Low,44.615,21.895
1/22/2021 13:23,3:15,Low,45.611,20.585
